1,142A01,Processos Escolares - Tecnológico,0111P013,Processos escolares - Tecnológico,Tecnológico
1,142C01,Pedagogia (Ciências da Educação) - Bacharelado,0113P012,Pedagogia - Bacharelado,Bacharelado
1,142P01,Pedagogia - Licenciatura,0113P011,Pedagogia - Licenciatura,Licenciatura
1,144F12,Licenciatura Interdisciplinar em Ciências Humanas,0188P011,Programas interdisciplinares abrangendo educação - Licenciatura,Licenciatura
1,144F13,Licenciatura Intercultural Indígena - Licenciatura,0113E031,Educação indígena formação de professor - Licenciatura,Licenciatura
1,145F01,Ciências Biológicas - Licenciatura,0114B011,Biologia formação de professor - Licenciatura,Licenciatura
1,145F02,Ciências Naturais - Licenciatura,0114C021,Ciências naturais formação de professor - Licenciatura,Licenciatura
1,145F05,Educação Religiosa - Licenciatura,0114E071,Ensino religioso formação de professor - Licenciatura,Licenciatura
1,145F08,Filosofia - Licenciatura,0114F011,Filosofia formação de professor - Licenciatura,Licenciatura
1,145F09,Física - Licenciatura,0114F021,Física formação de professor - Licenciatura,Licenciatura
1,145F10,Geografia - Licenciatura,0114G011,Geografia formação de professor - Licenciatura,Licenciatura
1,145F11,História - Licenciatura,0114H011,História formação de professor - Licenciatura,Licenciatura
1,145F14,Letras - Língua Estrangeira - Licenciatura,,,
1,145F15,Letras - Língua Portuguesa - Licenciatura,0115L131,Letras português formação de professor - Licenciatura,Licenciatura
1,145F17,Letras - Língua Portuguesa e Estrangeira - Licenciatura,,,
1,145F18,Matemática - Licenciatura,0114M011,Matemática formação de professor - Licenciatura,Licenciatura
1,145F21,Química - Licenciatura,0114Q011,Química formação de professor - Licenciatura,Licenciatura
1,145F24,Ciências Sociais - Licenciatura,0114C031,Ciências sociais formação de professor - Licenciatura,Licenciatura
1,145F28,Libras - Licenciatura,0115L071,Letras língua brasileira de sinais formação de professor - Licenciatura,Licenciatura
1,146F02,Licenciatura Interdisciplinar em Artes (Educação Artística) - Licenciatura,0114A011,Artes formação de professor - Licenciatura,Licenciatura
1,146F04,Artes Visuais - Licenciatura,0114A021,Artes visuais formação de professor - Licenciatura,Licenciatura
1,146F05,Informática - Licenciatura,0114C051,Computação formação de professor - Licenciatura,Licenciatura
1,146F07,Dança - Licenciatura,0114D011,Dança formação de professor - Licenciatura,Licenciatura
1,146F09,Licenciatura Interdisciplinar em Educação no Campo - Licenciatura,0114E021,Educação do campo em áreas de conhecimento da educação básica formação de professor - Licenciatura,Licenciatura
1,146F15,Educação Física - Licenciatura,0114E031,Educação física formação de professor - Licenciatura,Licenciatura
1,146F20,Música - Licenciatura,0114M021,Música formação de professor - Licenciatura,Licenciatura
1,146F22,Teatro - Licenciatura,0114T011,Teatro formação de professor - Licenciatura,Licenciatura
1,146P01,Licenciatura para a Educação Profissional e Tecnológica - Licenciatura,0114E061,Ensino profissionalizante em área específica formação de professor - Licenciatura,Licenciatura
2,210A01,Bacharelado Interdisciplinar em Artes - Bacharelado,0213A012,Artes - Bacharelado,Bacharelado
2,211A02,Artes Visuais - Bacharelado,0213A032,Artes visuais - Bacharelado,Bacharelado
2,212C02,Produção cênica - Tecnológico,0215A013,Artes cênicas - Tecnológico,Tecnológico
2,212D01,Dança - Bacharelado,0215D012,Dança - Bacharelado,Bacharelado
2,212M02,Música - Bacharelado,0215M012,Música - Bacharelado,Bacharelado
2,212T01,Teatro - Bacharelado,0215T012,Teatro - Bacharelado,Bacharelado
2,213A05,Produção audiovisual - Tecnológico,0211P013,Produção audiovisual - Tecnológico,Tecnológico
2,213C06,Design gráfico - Tecnológico,0211D013,Design gráfico - Tecnológico,Tecnológico
2,213C07,Carnaval - Tecnológico,0211P033,Produção cultural - Tecnológico,Tecnológico
2,213F01,Fotografia - Tecnológico,0211F013,Fotografia - Tecnológico,Tecnológico
2,213P02,Produção multimídia - Tecnológico,0211P053,Produção multimídia - Tecnológico,Tecnológico
2,213P03,Produção fonográfica - Tecnológico,0211P043,Produção fonográfica - Tecnológico,Tecnológico
2,213P05,Produção publicitária - Tecnológico,0414P013,Publicidade e propaganda - Tecnológico,Tecnológico
2,213P07,Produção Cultural - Tecnológico,0211P033,Produção cultural - Tecnológico,Tecnológico
2,214D02,Design de moda - Tecnológico,0212M013,Moda - Tecnológico,Tecnológico
2,214D05,Design - Bacharelado,0212D022,Design - Bacharelado,Bacharelado
2,214D06,Design de Interiores - Tecnológico,0212D033,Design de interiores - Tecnológico,Tecnológico
2,214M01,Moda - Bacharelado,0212M012,Moda - Bacharelado,Bacharelado
2,214P01,Design de produto - Tecnológico,0212D043,Design de produto - Tecnológico,Tecnológico
2,215C02,Conservação e restauro - Tecnológico,0222C013,Conservação e restauro - Tecnológico,Tecnológico
2,215F01,Fabricação de Instrumentos Musicais - Tecnológico,0214F013,Fabricação de instrumentos musicais não industrial - Tecnológico,Tecnológico
2,220H01,Bacharelado Interdisciplinar Ciências Humanas - Bacharelado,0288P012,Programas interdisciplinares abrangendo artes e humanidades - Bacharelado,Bacharelado
2,220L03,Letras - Língua Portuguesa e Estrangeira - Bacharelado,,,
2,221T01,Teologia - Bacharelado,0221T012,Teologia - Bacharelado,Bacharelado
2,222L01,Letras - Língua Estrangeira - Bacharelado,,,
2,223C01,Comunicação assistiva - Tecnológico,0211C023,Comunicação assistiva - Tecnológico,Tecnológico
2,223L01,Letras - Língua Portuguesa - Bacharelado,0231L122,Letras português - Bacharelado,Bacharelado
2,223L02,Libras - Bacharelado,0231L082,Letras língua brasileira de sinais - Bacharelado,Bacharelado
2,225A01,Arqueologia - Bacharelado,0222A012,Arqueologia - Bacharelado,Bacharelado
2,225H01,História - Bacharelado,0222H012,História - Bacharelado,Bacharelado
2,225M01,Museologia - Bacharelado,0322M012,Museologia - Bacharelado,Bacharelado
2,225M02,Museografia - Tecnológico,0322M013,Museologia - Tecnológico,Tecnológico
2,226F01,Filosofia - Bacharelado,0223F012,Filosofia - Bacharelado,Bacharelado
3,314E02,Ciências Econômicas - Bacharelado,0311E012,Economia - Bacharelado,Bacharelado
3,310C02,Ciências Sociais - Bacharelado,0312C022,Ciências sociais - Bacharelado,Bacharelado
3,311P02,Psicologia - Bacharelado,0313P012,Psicologia - Bacharelado,Bacharelado
3,312A01,Antropologia - Bacharelado,0312A012,Antropologia - Bacharelado,Bacharelado
3,313C01,Ciência política - Bacharelado,0312C012,Ciência política - Bacharelado,Bacharelado
3,313R01,Relações Internacionais - Bacharelado,0312R012,Relações internacionais - Bacharelado,Bacharelado
3,321C01,Cinema e Audiovisual - Bacharelado,0211C012,Cinema e audiovisual - Bacharelado,Bacharelado
3,321C02,Comunicação Social (Área Geral) - Bacharelado,0321C012,Comunicação social - Bacharelado,Bacharelado
3,321J01,Jornalismo - Bacharelado,0321J012,Jornalismo - Bacharelado,Bacharelado
3,321R01,"Radio, TV, Internet - Bacharelado",0321J012,Jornalismo - Bacharelado,Bacharelado
3,322A01,Arquivologia - Bacharelado,0322A012,Arquivologia - Bacharelado,Bacharelado
3,322B01,Biblioteconomia - Bacharelado,0322B012,Biblioteconomia - Bacharelado,Bacharelado
3,340N02,Comércio exterior - Tecnológico,0413C013,Comércio exterior - Tecnológico,Tecnológico
3,341N01,Negócios imobiliários - Tecnológico,0416N013,Negócios imobiliários - Tecnológico,Tecnológico
3,342C01,Comunicação institucional - Tecnológico,0414R013,Relações públicas - Tecnológico,Tecnológico
3,342M02,Marketing - Tecnológico,0414M013,Marketing - Tecnológico,Tecnológico
3,342P02,Publicidade e Propaganda - Bacharelado,0414P012,Publicidade e propaganda - Bacharelado,Bacharelado
3,342R01,Relações Públicas - Bacharelado,0414R012,Relações públicas - Bacharelado,Bacharelado
3,343S01,Gestão de Seguros - Teconológico,0412S013,Seguros - Tecnológico,Tecnológico
3,344C02,Ciências Contábeis - Bacharelado,0411C012,Contabilidade - Bacharelado,Bacharelado
3,345A01,Administração - Bacharelado,0413A012,Administração  - Bacharelado,Bacharelado
3,345A02,Gestão de cooperativas - Tecnológico,0413G043,Gestão de cooperativas - Tecnológico,Tecnológico
3,345A07,Gestão hospitalar - Tecnológico,0413G113,Gestão hospitalar - Tecnológico,Tecnológico
3,345A10,Gestão pública - Tecnológico,0413G123,Gestão pública - Tecnológico,Tecnológico
3,345C01,Processos gerenciais - Tecnológico,0413G073,Gestão de pessoas - Tecnológico,Tecnológico
3,345G09,Gestão de recursos humanos - Tecnológico,0413G073,Gestão de pessoas - Tecnológico,Tecnológico
3,345G10,Gestão da qualidade - Tecnológico,0413G023,Gestão da qualidade - Tecnológico,Tecnológico
3,345G13,Logística - Tecnológico,0413L013,Logística - Tecnológico,Tecnológico
3,345G16,Gestão comercial - Tecnológico,0416G013,Gestão comercial - Tecnológico,Tecnológico
3,345G17,Gestão financeira - Tecnológico,0412G013,Gestão financeira  - Tecnológico,Tecnológico
3,345G26,Gestão de segurança privada - Tecnológico,1032S033,Segurança pública - Tecnológico,Tecnológico
3,346S01,Secretariado - Tecnológico,0415S013,Secretariado - Tecnológico,Tecnológico
3,346S03,Secretariado Executivo - Bacharelado,0415S012,Secretariado - Bacharelado,Bacharelado
3,380D01,Direito - Bacharelado,0421D012,Direito - Bacharelado,Bacharelado
4,462E01,Estatística - Bacharelado,0542E012,Estatística - Bacharelado,Bacharelado
4,421B07,Biomedicina - Bacharelado,0914B012,Biomedicina - Bacharelado,Bacharelado
4,421B12,Biotecnologia - Tecnológico,0512B023,Biotecnologia - Tecnológico,Tecnológico
4,421C01,Ciências Biológicas - Bacharelado,0511B012,Biologia - Bacharelado,Bacharelado
4,422S01,Saneamento ambiental - Tecnológico,0712S013,Saneamento ambiental  - Tecnológico,Tecnológico
4,440C01,Bacharelado Interdisciplinar em Ciência e Tecnologia - Bacharelado,0588P012,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística - Bacharelado",Bacharelado
4,441F01,Física - Bacharelado,0533F012,Física - Bacharelado,Bacharelado
4,441R01,Física Medica e Radioterapia - Bacharelado,0533F032,Física médica - Bacharelado,Bacharelado
4,442Q01,Química - Bacharelado,0531Q012,Química - Bacharelado,Bacharelado
4,443C01,Ciência da Terra - Licenciatura,,,
4,443G03,Geofísica - Bacharelado,0532G012,Geofísica - Bacharelado,Bacharelado
4,443G05,Geografia - Bacharelado,0312G012,Geografia - Bacharelado,Bacharelado
4,443G06,Geologia - Bacharelado,0532G022,Geologia - Bacharelado,Bacharelado
4,443M01,Meteorologia - Bacharelado,0532M012,Meteorologia - Bacharelado,Bacharelado
4,443O01,Oceanografia - Bacharelado,0532O012,Oceanografia - Bacharelado,Bacharelado
4,461M01,Matemática - Bacharelado,0541M012,Matemática - Bacharelado,Bacharelado
4,462C01,Ciências Atuariais - Bacharelado,0542C012,Ciências atuariais - Bacharelado,Bacharelado
4,481A01,Redes de computadores - Tecnológico,0612R013,Redes de computadores - Tecnológico,Tecnológico
4,481B01,Banco de dados - Tecnológico,0612B013,Banco de dados - Tecnológico,Tecnológico
4,481C01,Ciência da Computação - Bacharelado,0614C012,Ciência da computação - Bacharelado,Bacharelado
4,481T01,Gestão da tecnologia da informação - Tecnológico,0612G013,Gestão da tecnologia da informação - Tecnológico,Tecnológico
4,481T02,Jogos Digitais - Tecnológico,0613J013,Jogos digitais - Tecnológico,Tecnológico
4,482U01,Sistemas para internet - Tecnológico,0615S033,Sistemas para internet - Tecnológico,Tecnológico
4,483S01,Análise e desenvolvimento de sistemas / Segurança da informação - Tecnológico,0615S013,Segurança da informação - Tecnológico,Tecnológico
4,483S02,Sistemas de Informação - Bacharelado,0615S022,Sistemas de informação - Bacharelado,Bacharelado
5,520E01,Engenharia - Bacharelado,0710E012,Engenharia - Bacharelado,Bacharelado
5,524E01,Engenharia de Bioprocessos - Bacharelado,0711E012,Engenharia bioquímica - Bacharelado,Bacharelado
5,541E01,Engenharia de Alimentos - Bacharelado,0721E012,Engenharia de alimentos - Bacharelado,Bacharelado
5,544E01,Engenharia de Minas - Bacharelado,0724E012,Engenharia de minas - Bacharelado,Bacharelado
5,582E02,Engenharia Cartográfica e de Agrimensura - Bacharelado,0731E012,Engenharia cartográfica - Bacharelado,Bacharelado
5,542E03,Engenharia Têxtil - Bacharelado,0723E012,Engenharia têxtil - Bacharelado,Bacharelado
5,582E03,Engenharia Civil - Bacharelado,0732E012,Engenharia civil - Bacharelado,Bacharelado
5,520E04,Engenharia de Materiais - Bacharelado,0722E012,Engenharia de materiais - Bacharelado,Bacharelado
5,523E04,Engenharia de Computação - Bacharelado,0714E042,Engenharia de computação (DCN Engenharia) - Bacharelado,Bacharelado
5,525E04,Engenharia Aeronáutica - Bacharelado,0716E022,Engenharia aeronáutica - Bacharelado,Bacharelado
5,520E05,Engenharia de Produção - Bacharelado,0725E022,Engenharia de produção - Bacharelado,Bacharelado
5,521E05,Engenharia Mecânica - Bacharelado,0715E022,Engenharia mecânica - Bacharelado,Bacharelado
5,525E05,Engenharia automotiva - Bacharelado,0716E032,Engenharia automotiva - Bacharelado,Bacharelado
5,544E05,Petróleo e gás - Tecnológico,0724P013,Petróleo e gás - Tecnológico,Tecnológico
5,521E06,Engenharia Metalúrgica - Bacharelado,0715E032,Engenharia metalúrgica - Bacharelado,Bacharelado
5,522E06,Engenharia Elétrica - Bacharelado,0713E052,Engenharia elétrica - Bacharelado,Bacharelado
5,524E06,Engenharia nuclear - Bacharelado,0713E062,Engenharia nuclear - Bacharelado,Bacharelado
5,524E07,Engenharia Química - Bacharelado,0711E052,Engenharia química - Bacharelado,Bacharelado
5,544E07,Engenharia de Petróleo - Bacharelado,0724E022,Engenharia de petróleo - Bacharelado,Bacharelado
5,522E08,Sistemas de energia - Tecnológico,0713S013,Sistemas elétricos - Tecnológico,Tecnológico
5,525E08,Engenharia Naval - Bacharelado,0716E052,Engenharia naval - Bacharelado,Bacharelado
5,520E09,Engenharia Ambiental e Sanitária - Bacharelado,0712E022,Engenharia ambiental e sanitária - Bacharelado,Bacharelado
5,523E09,Engenharia Eletrônica - Bacharelado,0714E082,Engenharia eletrônica - Bacharelado,Bacharelado
5,523E10,Engenharia mecatrônica - Bacharelado,0714E092,Engenharia mecatrônica - Bacharelado,Bacharelado
5,523E11,Engenharia de Controle e Automação - Bacharelado,0714E052,Engenharia de controle e automação - Bacharelado,Bacharelado
5,523E12,Engenharia de Telecomunicações - Bacharelado,0714E072,Engenharia de telecomunicações - Bacharelado,Bacharelado
5,520A01,Automação industrial - Tecnológico,0714A013,Automação industrial - Tecnológico,Tecnológico
5,520G01,Geoprocessamento - Tecnológico,0532G033,Geoprocessamento - Tecnológico,Tecnológico
5,520M01,Manutenção industrial - Tecnológico,0715M013,Manutenção industrial - Tecnológico,Tecnológico
5,520P02,Gestão da produção industrial - Tecnológico,0725P023,Produção industrial - Tecnológico,Tecnológico
5,520T01,Gestão de telecomunicações - Tecnológico,0714G013,Gestão de telecomunicações - Tecnológico,Tecnológico
5,521M03,Mecânica de precisão - Tecnológico,0715M023,Mecânica de precisão - Tecnológico,Tecnológico
5,521T02,Processos metalúrgicos - Tecnológico,0715P013,Processos metalúrgicos - Tecnológico,Tecnológico
5,521T03,Fabricação mecânica - Tecnológico,0715M023,Mecânica de precisão - Tecnológico,Tecnológico
5,522D02,Sistemas elétricos - Tecnológico,0713S013,Sistemas elétricos - Tecnológico,Tecnológico
5,522R01,Refrigeração/Aquecimento - Tecnológico,0713R013,Refrigeração e climatização - Tecnológico,Tecnológico
5,522T02,Eletrotécnica industrial - Tecnológico,0713E013,Eletrotécnica industrial  - Tecnológico,Tecnológico
5,523B01,Engenharia Biomédica - Bacharelado,0714E032,Engenharia biomédica - Bacharelado,Bacharelado
5,523M01,Sistemas biomédicos - Tecnológico,0714S013,Sistemas biomédicos - Tecnológico,Tecnológico
5,523S03,Sistemas eletrônicos - Tecnológico,0714E013,Eletrônica industrial - Tecnológico,Tecnológico
5,523T01,Redes de telecomunicações / Sistemas de telecomunicações - Tecnológico,0714S023,Sistemas de telecomunicações - Tecnológico,Tecnológico
5,523T04,Mecatrônica industrial - Tecnológico,0714M013,Mecatrônica industrial - Tecnológico,Tecnológico
5,523T05,Telemática - Tecnológico,0714T013,Telemática - Tecnológico,Tecnológico
5,523T06,Eletrônica industrial - Tecnológico,0714E013,Eletrônica industrial - Tecnológico,Tecnológico
5,524T03,Processos químicos - Tecnológico,0531Q023,Química industrial e tecnológica - Tecnológico,Tecnológico
5,524T04,Biocombustíveis - Tecnológico,0711B013,Biocombustíveis - Tecnológico,Tecnológico
5,525A01,Mecanização Agrícola - Tecnológico,0715M023,Mecânica de precisão - Tecnológico,Tecnológico
5,525C04,Construção naval - Tecnológico,0716C013,Construção naval - Tecnológico,Tecnológico
5,525M01,Manutenção de aeronaves - Tecnológico,0716M013,Manutenção de aeronaves - Tecnológico,Tecnológico
5,525S01,Sistemas Automotivos - Tecnológico,0716S013,Sistemas automotivos - Tecnológico,Tecnológico
5,540F02,Produção Joalheira/Design de jóias e gemas - Tecnológico,0722P033,Produção joalheira - Tecnológico,Tecnológico
5,540F03,Produção Gráfica - Tecnológico,0725P013,Produção gráfica - Tecnológico,Tecnológico
5,541I02,Laticínios - Tecnológico,0721L013,Laticínios - Tecnológico,Tecnológico
5,541P05,Processamento de Carnes - Tecnológico,0721P013,Processamento de carnes - Tecnológico,Tecnológico
5,541P09,Viticultura e Enologia - Tecnológico,0811V013,Viticultura e enologia - Tecnológico,Tecnológico
5,541T01,Alimentos - Tecnológico,0721A013,Alimentos - Tecnológico,Tecnológico
5,541T02,Produção Sucroalcooleira - Tecnológico,0721P033,Produção sucroalcooleira - Tecnológico,Tecnológico
5,541T03,Produção de Cachaça - Tecnológico,0721P023,Produção de cachaça - Tecnológico,Tecnológico
5,542B01,Bioenergia - Tecnológico,0713E023,Energias renováveis  - Tecnológico,Tecnológico
5,542I01,Produção de vestuário - Tecnológico,0723P013,Produção de vestuário - Tecnológico,Tecnológico
5,542I02,Produção têxtil - Tecnológico,0723P023,Produção têxtil - Tecnológico,Tecnológico
5,543C01,Cerâmica - Tecnológico,0722C013,Cerâmica - Tecnológico,Tecnológico
5,543F03,Produção moveleira - Tecnológico,0722P043,Produção moveleira - Tecnológico,Tecnológico
5,543F05,Papel e celulose - Tecnológico,0722P013,Papel e celulose - Tecnológico,Tecnológico
5,543P06,Polímeros - Tecnológico,0722P023,Polímeros - Tecnológico,Tecnológico
5,544M02,Mineração e extração - Tecnológico,0724M013,Mineração - Tecnológico,Tecnológico
5,544R01,Rochas ornamentais - Tecnológico,0724R013,Rochas ornamentais - Tecnológico,Tecnológico
5,544T01,Tecnologia de Mineração - Tecnológico,0724M013,Mineração - Tecnológico,Tecnológico
5,581A05,Arquitetura e Urbanismo - Bacharelado,0731A022,Arquitetura e urbanismo - Bacharelado,Bacharelado
5,582A01,Obras hidráulicas - Tecnológico,0732C023,Controle de obras - Tecnológico,Tecnológico
5,582A02,Agrimensura - Tecnológico,0731A013,Agrimensura - Tecnológico,Tecnológico
5,582C05,Construção de Edifícios - Tecnológico,0732C013,Construção de edifícios - Tecnológico,Tecnológico
5,582M02,Material de construção - Tecnológico,0732M013,Material de construção - Tecnológico,Tecnológico
5,582O01,Controle de obras - Tecnológico,0732C023,Controle de obras - Tecnológico,Tecnológico
5,582T04,Estradas - Tecnológico,0732E053,Estradas - Tecnológico,Tecnológico
6,623E01,Engenharia Florestal - Bacharelado,0821E012,Engenharia florestal - Bacharelado,Bacharelado
6,624E01,Engenharia de Pesca - Bacharelado,0831E012,Engenharia de pesca - Bacharelado,Bacharelado
6,621E03,Engenharia Agrícola - Bacharelado,0811E012,Engenharia agrícola - Bacharelado,Bacharelado
6,621A03,Agroindústria - Tecnológico,0811A023,Agroindústria - Tecnológico,Tecnológico
6,621A04,Agronomia - Bacharelado,0811A042,Agronomia - Bacharelado,Bacharelado
6,621A06,Agroecologia - Tecnológico,0811A013,Agroecologia - Tecnológico,Tecnológico
6,621M02,Produção Agrícola - Tecnológico,0811M013,Manejo da produção agrícola - Tecnológico,Tecnológico
6,621T01,Irrigação e Drenagem - Tecnológico,0811I013,Irrigação e drenagem - Tecnológico,Tecnológico
6,621T03,Agronegócio - Tecnológico,0811A033,Agronegócio - Tecnológico,Tecnológico
6,621T04,Cafeicultura - Tecnológico,0811C013,Cafeicultura - Tecnológico,Tecnológico
6,621T05,Produção de Grãos - Tecnológico,0811M013,Manejo da produção agrícola - Tecnológico,Tecnológico
6,621Z01,Zootecnia - Bacharelado,0811Z012,Zootecnia - Bacharelado,Bacharelado
6,622H01,Horticultura - Tecnológico,0812H013,Horticultura - Tecnológico,Tecnológico
6,623S01,Silvicultura - Tecnológico,0821S013,Silvicultura - Tecnológico,Tecnológico
6,624A01,Aqüicultura - Tecnológico,0831A013,Aquicultura - Tecnológico,Tecnológico
6,624T01,Produção Pesqueira - Tecnológico,0831P013,Produção pesqueira - Tecnológico,Tecnológico
6,641M01,Medicina Veterinária - Bacharelado,0841M012,Medicina veterinária - Bacharelado,Bacharelado
7,720E01,Educação Física - Bacharelado,0915E012,Educação física - Bacharelado,Bacharelado
7,723E01,Enfermagem - Bacharelado,0913E012,Enfermagem - Bacharelado,Bacharelado
7,720N01,Naturologia - Bacharelado,0917P012,Práticas integrativas - Bacharelado,Bacharelado
7,720S01,Bacharelado Interdisciplinar Ciências da Saúde - Bacharelado,0988P012,Programas interdisciplinares abrangendo saúde e bem-estar - Bacharelado,Bacharelado
7,721M01,Medicina - Bacharelado,0912M012,Medicina - Bacharelado,Bacharelado
7,721O02,Oftálmica - Tecnológico,0914O013,Oftálmica - Tecnológico,Tecnológico
7,724O01,Odontologia - Bacharelado,0911O012,Odontologia - Bacharelado,Bacharelado
7,725T06,Radiologia - Tecnológico,0914R013,Radiologia - Tecnológico,Tecnológico
7,726F01,Fisioterapia - Bacharelado,0915F012,Fisioterapia - Bacharelado,Bacharelado
7,726F03,Fonoaudiologia - Bacharelado,0915F022,Fonoaudiologia - Bacharelado,Bacharelado
7,726N02,Nutrição - Bacharelado,0915N012,Nutrição - Bacharelado,Bacharelado
7,726O01,Óptica e Optometria - Tecnológico,0914O023,Optometria - Tecnológico,Tecnológico
7,726Q01,Quiropraxia - Bacharelado,0917P012,Práticas integrativas - Bacharelado,Bacharelado
7,726T01,Terapia Ocupacional - Bacharelado,0915T012,Terapia ocupacional - Bacharelado,Bacharelado
7,727F01,Farmácia - Bacharelado,0916F012,Farmácia - Bacharelado,Bacharelado
7,762S01,Serviço Social - Bacharelado,0923S012,Serviço social - Bacharelado,Bacharelado
8,812E01,Eventos - Tecnológico,1015E013,Eventos - Tecnológico,Tecnológico
8,815E01,Estética e Cosmética - Tecnológico,1012E013,Estética e cosmética - Tecnológico,Tecnológico
8,814E02,Economia doméstica - Bacharelado,1011E012,Economia doméstica - Bacharelado,Bacharelado
8,811G01,Gastronomia - Tecnológico,1013G013,Gastronomia - Tecnológico,Tecnológico
8,811H02,Hotelaria - Tecnológico,1015H013,Hotelaria - Tecnológico,Tecnológico
8,811H03,Hotelaria Hospitalar - Tecnológico,1015H013,Hotelaria - Tecnológico,Tecnológico
8,812P01,Gestão de Turismo - Tecnológico,1015T013,Turismo - Tecnológico,Tecnológico
8,812T01,Turismo - Bacharelado,1015T012,Turismo - Bacharelado,Bacharelado
8,813F02,Futebol - Tecnológico,1014F013,Formação de técnicos e treinadores esportivos - Tecnológico,Tecnológico
8,813G02,Gestão desportiva e de lazer - Tecnológico,1014G013,Gestão desportiva e de lazer - Tecnológico,Tecnológico
8,840A01,Pilotagem profissional de aeronaves - Tecnológico,1041C013,Ciências aeronáuticas - Tecnológico,Tecnológico
8,840C04,Ciências Aeronáuticas - Bacharelado*,1041C012,Ciências aeronáuticas - Bacharelado,Bacharelado
8,840C05,Ciências Navais - Bacharelado*,0716E052,Engenharia naval - Bacharelado,Bacharelado
8,840N02,Sistemas de navegação fluvial - Tecnológico,0716S023,Sistemas de navegação fluvial - Tecnológico,Tecnológico
8,840S01,Gestão portuária - Tecnológico,1041G013,Gestão portuária - Tecnológico,Tecnológico
8,840S02,Transporte aéreo - Tecnológico,1041T013,Transporte aéreo - Tecnológico,Tecnológico
8,840T02,Transporte terrestre - Tecnológico,1041T023,Transporte terrestre - Tecnológico,Tecnológico
8,850G01,Processos ambientais / Gestão ambiental - Tecnológico,0712G013,Gestão ambiental - Tecnológico,Tecnológico
8,861S02,Segurança no trânsito / Segurança pública - Tecnológico,1032S033,Segurança pública - Tecnológico,Tecnológico
8,861S03,Serviços penais - Tecnológico,1032S043,Serviços penais - Tecnológico,Tecnológico
8,862S01,Segurança no trabalho - Tecnológico,1022S013,Segurança no trabalho - Tecnológico,Tecnológico
8,863C01,Ciências Militares - Bacharelado*,1031C012,Ciências militares - Bacharelado,Bacharelado
8,863C02,Ciências da Logística - Bacharelado*,0413L012,Logística - Bacharelado,Bacharelado
8,863F01,Formação Militar - Bacharelado*,1031C012,Ciências militares - Bacharelado,Bacharelado
9,999990,Outro curso de formação superior - Licenciatura,,,
9,999991,Outro curso de formação superior - Bacharelado,,,
9,999992,Outro curso de formação superior - Tecnológico,,,